sale_id,drug_id,hospital_id,sale_date,units_sold,revenue
S003204,D0023,H046,2024-08-19,969,138625.14
S003205,D0066,H016,2024-03-16,828,402532.2
S003206,D0030,H058,2025-09-05,44,20732.8
S003207,D0091,H093,2024-10-27,831,101224.11
S003208,D0067,H097,2023-05-20,892,142755.68
S003209,D0061,H006,2023-09-10,75,28916.25
S003210,D0116,H059,2025-01-27,615,10467.3
S003211,D0104,H003,2025-01-02,498,187078.68
S003212,D0034,H029,2024-01-14,696,51336.96
S003213,D0101,H035,2024-04-07,165,61950.9
S003214,D0014,H016,2025-03-11,626,99452.62
S003215,D0087,H041,2023-03-19,280,18149.6
S003216,D0104,H051,2025-06-15,943,354247.38
S003217,D0007,H061,2023-08-11,478,140536.78
S003218,D0034,H053,2024-10-03,207,15268.32
S003219,D0110,H100,2024-01-11,277,87892.1
S003220,D0054,H030,2025-02-02,214,68696.14
S003221,D0086,H088,2024-11-30,688,319493.44
S003222,D0085,H088,2024-09-16,469,7428.96
S003223,D0030,H031,2025-04-22,881,415127.2
S003224,D0074,H089,2023-09-10,332,117079.8
S003225,D0028,H031,2025-03-02,293,126915.88
S003226,D0016,H095,2023-01-30,779,35382.18
S003227,D0034,H052,2025-10-06,271,19988.96
S003228,D0045,H005,2025-12-24,912,244306.56
S003229,D0112,H051,2024-04-01,921,450415.05
S003230,D0058,H061,2024-03-17,260,123169.8
S003231,D0020,H076,2023-06-02,953,173627.07
S003232,D0012,H051,2025-02-02,591,165267.24
S003233,D0065,H028,2024-12-12,538,57130.22
S003234,D0114,H073,2024-05-01,531,18059.31
S003235,D0027,H036,2024-03-28,414,120805.2
S003236,D0046,H002,2023-05-28,432,68584.32
S003237,D0080,H036,2025-01-08,751,120362.77
S003238,D0062,H010,2024-11-10,456,117474.72
S003239,D0015,H038,2025-08-12,657,174361.23
S003240,D0004,H058,2025-07-29,23,4890.26
S003241,D0029,H018,2024-05-15,780,225349.8
S003242,D0047,H001,2025-06-15,292,50247.36
S003243,D0081,H055,2025-12-01,277,14910.91
S003244,D0010,H076,2023-07-21,551,190001.33
S003245,D0026,H040,2025-08-08,190,19055.1
S003246,D0068,H088,2024-08-22,421,36605.95
S003247,D0090,H090,2024-06-19,713,165116.54
S003248,D0087,H033,2025-08-22,91,5898.62
S003249,D0079,H074,2024-12-14,914,59254.62
S003250,D0070,H001,2023-11-20,582,160748.4
S003251,D0102,H093,2024-03-08,839,300135.47
S003252,D0026,H059,2023-03-17,807,80934.03
S003253,D0103,H057,2025-04-20,918,89229.6
S003254,D0089,H049,2023-05-29,343,47423.18
S003255,D0080,H044,2023-05-25,642,102893.34
S003256,D0087,H025,2023-12-19,869,56328.58
S003257,D0017,H014,2024-04-17,407,143422.73
S003258,D0109,H087,2023-06-03,100,33385.0
S003259,D0084,H025,2023-06-22,148,37330.04
S003260,D0094,H057,2023-05-15,408,122032.8
S003261,D0066,H095,2023-07-21,372,180847.8
S003262,D0095,H100,2025-08-14,741,51558.78
S003263,D0109,H069,2023-11-03,755,252056.75
S003264,D0072,H099,2024-08-21,908,22736.32
S003265,D0103,H074,2025-12-11,291,28285.2
S003266,D0035,H004,2023-02-07,567,215879.58
S003267,D0095,H013,2024-10-02,427,29710.66
S003268,D0033,H036,2025-05-26,133,6211.1
S003269,D0064,H088,2025-12-07,119,51093.84
S003270,D0085,H035,2024-10-20,897,14208.48
S003271,D0043,H081,2024-05-20,919,9190.0
S003272,D0081,H013,2025-01-12,960,51676.8
S003273,D0026,H016,2025-02-02,425,42623.25
S003274,D0056,H066,2023-03-30,556,10791.96
S003275,D0088,H096,2025-05-19,723,45671.91
S003276,D0040,H036,2025-03-06,740,117105.0
S003277,D0075,H064,2023-08-09,174,74346.72
S003278,D0013,H084,2025-04-15,22,7064.64
S003279,D0053,H057,2023-09-18,391,119614.72
S003280,D0105,H046,2024-10-10,430,177482.5
S003281,D0011,H034,2025-11-11,135,51348.6
S003282,D0089,H046,2024-06-06,920,127199.2
S003283,D0061,H032,2024-03-01,805,310367.75
S003284,D0101,H004,2023-11-09,885,332282.1
S003285,D0109,H087,2024-10-28,309,103159.65
S003286,D0115,H017,2024-06-04,356,27828.52
S003287,D0054,H068,2025-02-05,566,181691.66
S003288,D0051,H046,2024-01-16,402,27022.44
S003289,D0103,H091,2025-02-28,861,83689.2
S003290,D0081,H023,2024-05-16,291,15664.53
S003291,D0094,H082,2023-02-26,439,131304.9
S003292,D0089,H061,2025-12-31,423,58483.98
S003293,D0026,H031,2024-07-24,253,25373.37
S003294,D0096,H057,2025-07-02,693,312854.85
S003295,D0075,H027,2023-05-28,758,323878.24
S003296,D0066,H026,2023-12-22,779,378710.85
S003297,D0018,H090,2025-11-22,359,125527.94
S003298,D0006,H004,2024-11-28,922,366605.64
S003299,D0070,H053,2024-04-04,958,264599.6
S003300,D0052,H039,2024-03-24,765,11872.8
S003301,D0088,H046,2025-08-09,307,19393.19
S003302,D0108,H084,2025-06-17,54,14505.48
S003303,D0008,H059,2024-06-21,775,324376.25
S003304,D0100,H099,2024-04-23,372,178236.36
S003305,D0024,H086,2024-08-26,317,113711.07
S003306,D0058,H014,2023-06-24,749,354823.77
S003307,D0056,H041,2023-05-12,497,9646.77
S003308,D0040,H088,2025-08-24,488,77226.0
S003309,D0112,H092,2023-12-26,18,8802.9
S003310,D0021,H056,2025-11-26,383,128940.78
S003311,D0099,H012,2024-10-31,271,105597.86
S003312,D0101,H023,2023-11-15,182,68333.72
S003313,D0047,H023,2025-09-30,991,170531.28
S003314,D0058,H034,2025-01-04,527,249655.71
S003315,D0060,H043,2024-03-04,188,93922.92
S003316,D0080,H044,2023-07-21,121,19392.67
S003317,D0034,H041,2025-10-25,867,63949.92
S003318,D0065,H050,2025-04-15,11,1168.09
S003319,D0109,H085,2023-04-02,134,44735.9
S003320,D0044,H073,2025-09-28,64,28174.08
S003321,D0027,H034,2024-01-16,649,189378.2
S003322,D0082,H009,2024-07-08,746,310865.66
S003323,D0014,H081,2023-08-18,981,155851.47
S003324,D0055,H057,2023-10-22,172,3462.36
S003325,D0055,H077,2025-12-27,514,10346.82
S003326,D0024,H044,2024-08-20,126,45197.46
S003327,D0078,H002,2024-11-21,192,71514.24
S003328,D0061,H032,2024-10-26,285,109881.75
S003329,D0063,H096,2025-08-05,360,97873.2
S003330,D0010,H059,2023-07-24,357,123104.31
S003331,D0017,H098,2023-06-12,30,10571.7
S003332,D0007,H083,2023-10-23,610,179346.1
S003333,D0109,H025,2025-05-19,574,191629.9
S003334,D0004,H083,2024-09-27,694,147558.28
S003335,D0029,H023,2024-11-06,927,267819.57
S003336,D0098,H095,2025-01-21,44,10073.8
S003337,D0036,H003,2023-03-07,231,96262.32
S003338,D0065,H060,2024-10-21,267,28352.73
S003339,D0062,H008,2024-01-29,631,162558.22
S003340,D0053,H083,2024-01-26,820,250854.4
S003341,D0023,H042,2025-02-07,525,75106.5
S003342,D0048,H076,2025-07-04,601,26876.72
S003343,D0097,H036,2025-01-08,944,335676.96
S003344,D0014,H040,2024-04-25,151,23989.37
S003345,D0059,H026,2023-07-17,501,107740.05
S003346,D0045,H095,2023-08-06,930,249128.4
S003347,D0030,H013,2023-01-07,250,117800.0
S003348,D0032,H040,2025-06-27,304,66548.64
S003349,D0058,H003,2024-10-26,215,101851.95
S003350,D0114,H079,2024-05-15,310,10543.1
S003351,D0084,H100,2023-04-24,122,30772.06
S003352,D0029,H037,2024-10-08,482,139254.62
S003353,D0057,H049,2024-10-23,99,19756.44
S003354,D0005,H026,2025-03-06,499,134161.14
S003355,D0049,H054,2025-10-03,176,45254.88
S003356,D0006,H017,2023-07-21,663,263622.06
S003357,D0042,H015,2024-09-21,258,77436.12
S003358,D0001,H047,2024-07-07,99,36676.53
S003359,D0109,H021,2023-10-10,306,102158.1
S003360,D0085,H041,2025-10-13,858,13590.72
S003361,D0076,H037,2025-07-14,881,390142.04
S003362,D0019,H049,2025-01-23,30,8869.8
S003363,D0095,H028,2024-01-22,905,62969.9
S003364,D0067,H015,2024-12-17,351,56174.04
S003365,D0035,H065,2024-06-08,502,191131.48
S003366,D0016,H042,2023-09-07,859,39015.78
S003367,D0093,H049,2023-06-06,652,169435.24
S003368,D0090,H099,2023-12-17,281,65073.98
S003369,D0107,H089,2024-02-01,147,61216.68
S003370,D0105,H037,2024-10-27,799,329787.25
S003371,D0060,H059,2025-04-06,282,140884.38
S003372,D0033,H031,2023-11-13,308,14383.6
S003373,D0073,H026,2024-05-16,970,314503.1
S003374,D0050,H057,2025-08-30,640,143788.8
S003375,D0003,H006,2024-01-25,585,146437.2
S003376,D0039,H076,2024-06-09,907,323245.73
S003377,D0110,H035,2023-09-28,601,190697.3
S003378,D0110,H033,2023-10-20,246,78055.8
S003379,D0029,H049,2024-05-22,145,41891.95
S003380,D0096,H044,2023-01-13,627,283059.15
S003381,D0001,H079,2023-10-10,738,273406.86
S003382,D0010,H017,2025-12-26,42,14482.86
S003383,D0042,H055,2025-03-01,626,187887.64
S003384,D0007,H084,2023-05-13,905,266079.05
S003385,D0107,H023,2025-03-14,18,7495.92
S003386,D0061,H045,2023-02-13,124,47808.2
S003387,D0064,H062,2023-09-25,955,410038.8
S003388,D0038,H040,2025-01-17,187,60157.9
S003389,D0029,H090,2025-06-27,486,140410.26
S003390,D0119,H009,2024-03-29,421,201330.62
S003391,D0035,H067,2024-06-06,506,192654.44
S003392,D0091,H071,2024-11-20,359,43729.79
S003393,D0050,H007,2023-03-28,943,211863.81
S003394,D0065,H098,2023-03-09,318,33768.42
S003395,D0104,H094,2023-05-27,510,191586.6
S003396,D0114,H049,2023-09-16,143,4863.43
S003397,D0034,H058,2025-07-09,469,34593.44
S003398,D0119,H063,2023-03-24,790,377793.8
S003399,D0061,H012,2023-12-08,433,166943.15
S003400,D0105,H085,2025-10-09,739,305022.25
S003401,D0056,H067,2024-09-07,917,17798.97
S003402,D0105,H065,2025-07-08,823,339693.25
S003403,D0118,H096,2024-09-25,151,73552.1
S003404,D0042,H085,2024-05-10,974,292336.36
S003405,D0096,H080,2025-10-10,983,443775.35
S003406,D0110,H025,2023-12-17,446,141515.8
S003407,D0120,H053,2023-11-15,215,64820.35
S003408,D0084,H059,2025-03-13,904,228015.92
S003409,D0018,H088,2024-06-13,450,157347.0
S003410,D0031,H028,2025-06-14,522,192644.1
S003411,D0040,H019,2024-01-23,728,115206.0
S003412,D0063,H051,2023-08-02,343,93251.41
S003413,D0106,H002,2023-11-03,539,246910.51
S003414,D0105,H097,2024-03-05,834,344233.5
S003415,D0067,H058,2024-03-26,740,118429.6
S003416,D0007,H100,2025-12-31,665,195516.65
S003417,D0065,H021,2023-10-09,450,47785.5
S003418,D0069,H086,2024-05-22,666,168258.24
S003419,D0102,H066,2023-07-04,305,109107.65
S003420,D0061,H077,2023-02-18,516,198943.8
S003421,D0057,H082,2025-05-02,442,88205.52
S003422,D0037,H092,2023-11-23,990,25462.8
S003423,D0078,H004,2023-07-18,662,246575.14
S003424,D0119,H094,2024-10-22,478,228589.16
S003425,D0025,H044,2023-07-18,320,3200.0
S003426,D0085,H024,2023-10-29,276,4371.84
S003427,D0013,H090,2023-05-24,857,275199.84
S003428,D0004,H022,2024-01-03,105,22325.1
S003429,D0085,H008,2024-06-08,871,13796.64
S003430,D0008,H096,2025-02-07,496,207600.8
S003431,D0032,H024,2024-11-21,140,30647.4
S003432,D0089,H028,2023-06-06,223,30831.98
S003433,D0036,H013,2025-04-11,96,40005.12
S003434,D0070,H068,2025-06-04,619,170967.8
S003435,D0117,H039,2025-03-07,684,57544.92
S003436,D0018,H030,2024-06-12,790,276231.4
S003437,D0021,H076,2023-09-06,601,202332.66
S003438,D0084,H029,2024-06-27,848,213891.04
S003439,D0062,H001,2024-12-22,839,216143.18
S003440,D0079,H100,2025-10-28,679,44019.57
S003441,D0080,H042,2025-04-18,933,149531.91
S003442,D0085,H098,2024-01-04,517,8189.28
S003443,D0113,H078,2023-05-18,339,37106.94
S003444,D0068,H010,2023-04-15,456,39649.2
S003445,D0020,H057,2024-10-06,438,79799.22
S003446,D0006,H019,2025-05-08,477,189664.74
S003447,D0119,H073,2024-10-23,394,188418.68
S003448,D0117,H002,2023-09-24,156,13124.28
S003449,D0080,H049,2024-05-21,140,22437.8
S003450,D0045,H038,2024-07-02,609,163138.92
S003451,D0115,H064,2025-04-14,986,77075.62
S003452,D0098,H046,2025-01-18,679,155457.05
S003453,D0097,H074,2024-08-01,16,5689.44
S003454,D0023,H093,2024-06-30,705,100857.3
S003455,D0117,H075,2025-08-12,189,15900.57
S003456,D0111,H023,2023-12-02,69,26840.31
S003457,D0041,H069,2023-07-22,503,101897.74
S003458,D0081,H029,2023-04-22,220,11842.6
S003459,D0098,H020,2023-08-22,96,21979.2
S003460,D0076,H096,2025-03-12,911,403427.24
S003461,D0039,H046,2024-03-05,335,119390.65
S003462,D0090,H073,2023-02-06,326,75495.08
S003463,D0098,H047,2023-08-14,331,75782.45
S003464,D0035,H052,2025-02-14,632,240627.68
S003465,D0060,H095,2024-03-23,581,290261.79
S003466,D0007,H095,2023-10-25,343,100845.43
S003467,D0076,H099,2023-11-24,864,382613.76
S003468,D0088,H072,2023-04-08,278,17561.26
S003469,D0011,H049,2025-08-13,228,86722.08
S003470,D0045,H011,2023-12-31,456,122153.28
S003471,D0010,H082,2024-11-09,60,20689.8
S003472,D0022,H098,2025-07-16,915,341679.3
S003473,D0005,H091,2025-04-26,586,157551.96
S003474,D0016,H059,2023-05-31,550,24981.0
S003475,D0094,H011,2024-09-17,91,27218.1
S003476,D0064,H082,2025-07-31,67,28767.12
S003477,D0073,H060,2024-03-07,898,291158.54
S003478,D0003,H087,2023-10-07,283,70840.56
S003479,D0082,H018,2025-02-25,936,390040.56
S003480,D0061,H037,2025-01-17,847,326560.85
S003481,D0071,H005,2024-04-07,297,19863.36
S003482,D0081,H068,2023-02-14,908,48877.64
S003483,D0043,H005,2024-05-11,876,8760.0
S003484,D0001,H094,2025-05-24,496,183753.12
S003485,D0057,H001,2025-12-25,186,37118.16
S003486,D0031,H074,2025-06-11,560,206668.0
S003487,D0016,H092,2025-08-05,569,25843.98
S003488,D0074,H084,2024-03-13,172,60655.8
S003489,D0076,H043,2023-01-19,162,71740.08
S003490,D0113,H083,2024-09-16,984,107708.64
S003491,D0040,H008,2023-11-16,547,86562.75
S003492,D0099,H080,2024-04-04,827,322248.82
S003493,D0074,H042,2025-04-10,896,315974.4
S003494,D0102,H030,2025-09-27,136,48651.28
S003495,D0066,H086,2024-03-17,293,142441.95
S003496,D0025,H018,2024-09-01,342,3420.0
S003497,D0021,H061,2023-03-14,455,153180.3
S003498,D0002,H068,2025-10-07,763,316042.23
S003499,D0077,H028,2025-12-02,146,62254.4
S003500,D0113,H030,2025-05-31,44,4816.24
S003501,D0067,H083,2024-01-03,69,11042.76
S003502,D0067,H070,2024-05-02,681,108987.24
S003503,D0097,H020,2023-12-14,555,197352.45
S003504,D0050,H099,2024-02-13,706,158617.02
S003505,D0081,H064,2025-09-14,439,23631.37
S003506,D0072,H052,2025-02-13,545,13646.8
S003507,D0077,H063,2025-07-08,997,425120.8
S003508,D0088,H048,2024-04-12,975,61590.75
S003509,D0078,H036,2025-08-21,265,98704.55
S003510,D0049,H022,2024-02-05,799,205446.87
S003511,D0106,H006,2023-11-27,765,350438.85
S003512,D0084,H095,2025-11-02,49,12359.27
S003513,D0012,H005,2025-02-05,923,258107.72
S003514,D0075,H079,2025-06-11,912,389679.36
S003515,D0088,H051,2025-12-02,850,53694.5
S003516,D0118,H017,2025-12-03,688,335124.8
S003517,D0117,H017,2023-03-01,589,49552.57
S003518,D0026,H020,2024-08-25,454,45531.66
S003519,D0056,H074,2024-09-10,818,15877.38
S003520,D0057,H100,2025-06-30,719,143483.64
S003521,D0038,H028,2025-05-08,137,44072.9
S003522,D0083,H018,2023-04-19,62,1761.42
S003523,D0062,H009,2023-01-19,222,57191.64
S003524,D0071,H056,2025-11-20,87,5818.56
S003525,D0096,H078,2023-07-05,506,228433.7
S003526,D0080,H069,2023-09-09,985,157865.95
S003527,D0088,H035,2025-12-14,761,48072.37
S003528,D0006,H093,2025-12-11,840,334000.8
S003529,D0036,H037,2024-10-22,253,105430.16
S003530,D0092,H061,2023-05-23,795,180131.1
S003531,D0006,H030,2025-09-01,420,167000.4
S003532,D0033,H074,2023-05-31,434,20267.8
S003533,D0027,H079,2023-11-06,784,228771.2
S003534,D0069,H073,2024-06-23,149,37643.36
S003535,D0088,H019,2025-11-06,71,4485.07
S003536,D0013,H046,2023-06-25,615,197488.8
S003537,D0036,H046,2024-05-02,338,140851.36
S003538,D0012,H088,2024-05-20,639,178689.96
S003539,D0092,H092,2025-01-23,142,32174.36
S003540,D0001,H069,2023-04-19,723,267849.81
S003541,D0007,H043,2024-12-27,933,274311.33
S003542,D0029,H093,2024-07-24,88,25424.08
S003543,D0078,H055,2024-01-28,646,240615.62
S003544,D0004,H082,2023-08-09,930,197736.6
S003545,D0062,H093,2024-03-25,886,228251.32
S003546,D0062,H034,2023-12-02,613,157921.06
S003547,D0026,H021,2024-08-30,137,13739.73
S003548,D0098,H006,2024-10-10,394,90206.3
S003549,D0016,H023,2023-10-18,348,15806.16
S003550,D0085,H049,2023-06-21,105,1663.2
S003551,D0050,H021,2024-10-26,232,52123.44
S003552,D0105,H006,2025-08-17,789,325659.75
S003553,D0103,H084,2025-06-13,668,64929.6
S003554,D0070,H033,2024-08-16,147,40601.4
S003555,D0060,H043,2025-02-18,783,391178.97
S003556,D0024,H031,2025-04-22,784,281228.64
S003557,D0049,H010,2024-02-02,362,93081.06
S003558,D0007,H087,2024-05-08,155,45571.55
S003559,D0015,H008,2025-12-06,774,205411.86
S003560,D0024,H009,2023-04-23,609,218454.39
S003561,D0012,H001,2023-07-25,812,227067.68
S003562,D0106,H005,2025-04-09,816,373801.44
S003563,D0095,H041,2023-11-25,779,54202.82
S003564,D0044,H002,2024-04-30,188,82761.36
S003565,D0045,H090,2023-12-17,784,210017.92
S003566,D0117,H081,2023-09-01,866,72856.58
S003567,D0035,H037,2025-12-27,540,205599.6
S003568,D0066,H097,2023-02-15,615,298982.25
S003569,D0059,H038,2025-05-31,471,101288.55
S003570,D0115,H100,2023-07-12,219,17119.23
S003571,D0015,H059,2025-05-11,903,239647.17
S003572,D0093,H025,2023-08-10,526,136691.62
S003573,D0100,H060,2025-03-14,80,38330.4
S003574,D0112,H061,2023-05-05,389,190240.45
S003575,D0067,H062,2024-10-26,929,148677.16
S003576,D0080,H081,2024-05-07,986,158026.22
S003577,D0093,H080,2024-01-30,787,204517.69
S003578,D0056,H061,2025-08-11,481,9336.21
S003579,D0068,H062,2024-09-08,678,58952.1
S003580,D0005,H079,2023-10-12,589,158358.54
S003581,D0036,H010,2025-04-18,796,331709.12
S003582,D0033,H061,2025-09-18,896,41843.2
S003583,D0081,H023,2025-12-20,237,12757.71
S003584,D0024,H032,2023-06-05,632,226704.72
S003585,D0016,H050,2023-01-19,57,2588.94
S003586,D0058,H019,2025-04-15,239,113221.47
S003587,D0042,H051,2025-08-20,355,106549.7
S003588,D0032,H098,2023-01-15,929,203367.39
S003589,D0082,H091,2024-08-18,760,316699.6
S003590,D0018,H008,2024-12-29,700,244762.0
S003591,D0013,H043,2023-08-20,802,257538.24
S003592,D0054,H067,2025-01-29,895,287303.95
S003593,D0098,H007,2024-09-23,164,37547.8
S003594,D0021,H098,2023-04-14,202,68005.32
S003595,D0007,H082,2023-10-19,104,30577.04
S003596,D0084,H028,2024-01-21,127,32033.21
S003597,D0106,H075,2023-11-20,103,47183.27
S003598,D0020,H015,2025-02-08,371,67592.49
S003599,D0114,H063,2024-09-09,777,26425.77
S003600,D0083,H066,2023-07-07,164,4659.24
S003601,D0105,H027,2023-02-14,835,344646.25
S003602,D0043,H079,2023-01-03,516,5160.0
S003603,D0051,H049,2023-09-23,279,18754.38
S003604,D0072,H092,2025-11-07,557,13947.28
S003605,D0091,H074,2023-03-11,623,75887.63
S003606,D0004,H084,2025-02-03,879,186892.98
S003607,D0120,H044,2023-12-12,24,7235.76
S003608,D0106,H055,2025-04-18,16,7329.44
S003609,D0072,H048,2024-10-07,507,12695.28
S003610,D0055,H006,2025-02-19,706,14211.78
S003611,D0106,H080,2024-07-07,581,266150.29
S003612,D0029,H004,2025-04-22,263,75983.33
S003613,D0085,H038,2023-07-03,880,13939.2
S003614,D0118,H047,2025-05-28,563,274237.3
S003615,D0046,H023,2025-10-30,197,31275.72
S003616,D0022,H021,2024-08-19,209,78044.78
S003617,D0025,H056,2023-12-12,892,8920.0
S003618,D0094,H076,2024-05-18,212,63409.2
S003619,D0050,H092,2025-11-06,464,104246.88
S003620,D0027,H090,2024-07-24,831,242485.8
S003621,D0006,H004,2023-12-27,778,309348.36
S003622,D0045,H062,2023-04-19,601,160995.88
S003623,D0098,H037,2023-08-19,922,211091.9
S003624,D0095,H032,2025-12-08,515,35833.7
S003625,D0065,H065,2024-06-28,611,64882.09
S003626,D0031,H086,2023-12-14,736,271620.8
S003627,D0107,H087,2024-07-18,304,126597.76
S003628,D0010,H028,2024-08-10,868,299312.44
S003629,D0116,H076,2024-06-27,176,2995.52
S003630,D0089,H035,2024-03-16,859,118765.34
S003631,D0058,H069,2024-10-18,221,104694.33
S003632,D0081,H070,2025-11-25,859,46239.97
S003633,D0107,H049,2024-08-26,562,234039.28
S003634,D0008,H019,2024-06-16,76,31809.8
S003635,D0111,H076,2025-07-02,725,282017.75
S003636,D0115,H042,2023-08-30,111,8676.87
S003637,D0056,H005,2025-01-23,578,11218.98
S003638,D0019,H074,2025-07-28,19,5617.54
S003639,D0089,H026,2023-08-16,802,110884.52
S003640,D0011,H055,2024-01-18,151,57434.36
S003641,D0118,H088,2025-03-27,109,53093.9
S003642,D0073,H034,2023-07-23,500,162115.0
S003643,D0073,H070,2024-05-21,894,289861.62
S003644,D0054,H001,2024-10-30,792,254239.92
S003645,D0085,H060,2025-04-18,579,9171.36
S003646,D0041,H071,2023-06-20,949,192248.42
S003647,D0018,H037,2023-07-21,717,250706.22
S003648,D0021,H052,2025-10-17,634,213442.44
S003649,D0007,H082,2025-12-21,833,244910.33
S003650,D0025,H019,2025-04-23,205,2050.0
S003651,D0081,H076,2024-07-18,101,5436.83
S003652,D0074,H028,2024-11-24,879,309979.35
S003653,D0038,H092,2025-07-22,908,292103.6
S003654,D0006,H005,2023-07-26,348,138371.76
S003655,D0086,H008,2023-12-07,482,223831.16
S003656,D0052,H032,2023-08-19,840,13036.8
S003657,D0092,H046,2025-02-17,32,7250.56
S003658,D0035,H044,2024-05-28,419,159530.06
S003659,D0082,H025,2025-09-24,45,18751.95
S003660,D0025,H094,2023-12-25,354,3540.0
S003661,D0100,H081,2023-01-16,219,104929.47
S003662,D0087,H033,2025-08-13,913,59180.66
S003663,D0033,H094,2025-05-23,922,43057.4
S003664,D0053,H010,2025-04-19,41,12542.72
S003665,D0089,H058,2025-02-28,169,23365.94
S003666,D0069,H020,2023-08-07,520,131372.8
S003667,D0023,H070,2025-12-25,160,22889.6
S003668,D0030,H062,2023-10-16,414,195076.8
S003669,D0105,H087,2023-04-24,437,180371.75
S003670,D0083,H039,2023-01-29,342,9716.22
S003671,D0109,H069,2025-08-03,108,36055.8
S003672,D0002,H019,2023-11-14,315,130476.15
S003673,D0104,H094,2025-12-27,195,73253.7
S003674,D0056,H091,2023-11-15,681,13218.21
S003675,D0064,H021,2023-07-28,681,292394.16
S003676,D0033,H056,2023-12-12,80,3736.0
S003677,D0027,H001,2025-08-07,192,56025.6
S003678,D0032,H090,2023-06-06,145,31741.95
S003679,D0062,H001,2025-07-14,781,201201.22
S003680,D0104,H043,2025-03-15,105,39444.3
S003681,D0054,H030,2025-11-23,740,237547.4
S003682,D0009,H033,2025-06-10,237,66952.5
S003683,D0004,H079,2024-01-18,45,9567.9
S003684,D0073,H096,2025-09-18,151,48958.73
S003685,D0104,H090,2023-03-07,473,177687.18
S003686,D0119,H042,2024-10-23,366,175028.52
S003687,D0091,H093,2025-04-08,881,107314.61
S003688,D0052,H086,2024-09-22,701,10879.52
S003689,D0070,H017,2023-08-16,154,42534.8
S003690,D0038,H037,2024-01-28,345,110986.5
S003691,D0037,H078,2024-01-01,370,9516.4
S003692,D0111,H018,2024-11-20,183,71185.17
